"Date","Hour","Total (MWh)","Wind (MWh)","Geothermal (MWh)","Dammed Hydro With Reservoir (MWh)","Canal Type (MWh)","Run-of-River (MWh)","Land Fill Gas (MWh)","Biogas (MWh)","Sun (MWh)","Biomass (MWh)","Others (MWh)"
"11/05/2018","15:00","8,012.04","2,197.47","709.93","1,789.11","2,674.20","401.15","36.86","62.46","7.78","112.39","20.69"
"11/05/2018","16:00","8,200.54","2,518.79","717.07","1,666.38","2,657.83","396.80","35.88","62.69","10.02","114.33","20.75"
"11/05/2018","17:00","8,637.15","2,557.90","724.83","1,900.84","2,788.58","426.96","35.16","63.55","6.06","112.46","20.81"
"11/05/2018","18:00","9,076.94","2,580.84","729.67","2,195.04","2,899.42","438.49","33.59","65.20","1.22","112.97","20.50"
"11/05/2018","19:00","8,910.82","2,535.37","736.73","2,109.30","2,863.81","433.95","34.43","64.97","0.00","111.69","20.57"
"11/05/2018","20:00","9,425.52","2,743.41","746.36","2,269.60","3,004.08","431.68","34.59","65.85","0.00","109.34","20.61"
"11/05/2018","21:00","9,564.25","2,735.94","760.67","2,349.04","3,045.63","431.83","36.33","66.62","0.00","117.64","20.55"
"11/05/2018","22:00","9,692.76","2,649.84","763.17","2,551.46","3,055.32","430.02","36.25","67.69","0.00","118.47","20.54"
"11/05/2018","23:00","9,576.63","2,442.21","769.29","2,608.31","3,083.84","430.14","36.36","66.08","0.00","119.90","20.50"
"12/05/2018","00:00","9,215.92","2,526.11","779.91","2,415.88","2,880.03","372.76","36.06","64.11","0.00","120.59","20.47"
"12/05/2018","01:00","9,359.39","2,698.58","785.05","2,451.34","2,817.53","365.92","35.60","64.42","0.00","120.48","20.47"
"12/05/2018","02:00","9,405.60","2,852.29","788.28","2,376.32","2,784.62","357.72","36.11","64.89","0.00","124.68","20.69"
"12/05/2018","03:00","9,209.87","2,866.76","792.18","2,134.14","2,815.54","357.43","35.15","64.99","0.00","123.19","20.49"
"12/05/2018","04:00","9,175.47","2,948.00","793.75","2,058.98","2,780.67","356.57","35.24","64.90","0.00","116.85","20.51"
"12/05/2018","05:00","8,986.13","2,953.01","793.51","1,960.21","2,714.23","327.38","35.29","66.29","0.03","115.46","20.72"
"12/05/2018","06:00","8,872.32","3,044.33","795.78","1,766.36","2,681.20","340.91","35.22","67.67","0.42","119.80","20.63"
"12/05/2018","07:00","8,865.92","3,070.60","788.69","1,856.59","2,574.79","331.10","34.65","67.22","2.56","119.09","20.63"
"12/05/2018","08:00","9,441.13","3,233.28","780.89","2,147.81","2,666.41","371.77","33.77","64.86","6.95","114.64","20.75"
"12/05/2018","09:00","9,540.07","3,364.64","753.46","2,019.39","2,791.10","369.37","36.83","65.20","9.70","109.68","20.70"
"12/05/2018","10:00","9,795.03","3,694.08","726.79","1,917.84","2,817.70","396.52","36.72","65.50","8.01","111.28","20.59"
"12/05/2018","11:00","9,947.92","3,793.51","730.07","1,951.08","2,858.97","369.21","37.85","65.70","8.57","112.36","20.60"
"12/05/2018","12:00","9,972.31","3,766.77","729.03","2,009.22","2,846.43","372.65","38.67","64.53","12.16","112.29","20.56"
"12/05/2018","13:00","9,968.40","3,683.93","719.86","2,099.57","2,837.09","382.72","38.62","64.71","10.14","111.06","20.70"
"12/05/2018","14:00","10,182.12","3,811.05","720.94","2,153.86","2,832.80","421.97","36.77","65.35","7.72","110.95","20.71"
"12/05/2018","15:00","10,277.88","4,063.58","715.15","1,991.12","2,857.58","414.06","29.69","65.29","9.63","111.25","20.53"
"12/05/2018","16:00","10,622.47","4,132.45","713.95","2,127.55","2,970.76","437.65","32.72","64.75","12.15","109.82","20.67"
"12/05/2018","17:00","10,709.30","4,098.45","715.62","2,214.60","3,023.99","420.51","34.59","65.61","6.60","108.74","20.59"
"12/05/2018","18:00","10,730.58","4,032.27","722.16","2,314.00","3,007.87","422.35","35.52","62.62","1.86","111.34","20.59"
"12/05/2018","19:00","10,544.12","3,801.28","733.25","2,325.49","3,009.74","443.14","35.67","66.54","0.16","108.30","20.55"
"12/05/2018","20:00","10,364.51","3,619.94","744.67","2,249.31","3,094.91","423.01","36.30","66.07","0.00","109.69","20.61"
"12/05/2018","21:00","10,170.55","3,517.03","755.59","2,165.52","3,081.32","421.23","36.28","65.22","0.00","107.71","20.65"
"12/05/2018","22:00","9,958.02","3,295.12","765.05","2,192.36","3,048.89","412.76","36.22","64.92","0.00","122.13","20.57"
"12/05/2018","23:00","9,763.79","3,003.64","776.41","2,207.53","3,130.88","398.56","33.63","63.96","0.00","128.59","20.59"
"13/05/2018","00:00","9,300.56","2,649.17","781.44","2,342.47","2,899.24","370.13","34.21","65.31","0.00","137.95","20.64"
"13/05/2018","01:00","9,057.52","2,281.67","789.03","2,444.51","2,940.12","333.43","35.25","65.13","0.00","147.84","20.54"
"13/05/2018","02:00","8,996.86","2,027.59","794.98","2,599.89","2,960.53","342.27","35.62","65.81","0.00","149.58","20.59"
"13/05/2018","03:00","8,659.05","1,812.46","803.53","2,519.26","2,918.87","333.37","34.85","66.61","0.00","149.54","20.56"
"13/05/2018","04:00","8,610.12","1,784.89","806.66","2,478.19","2,924.23","340.93","34.73","66.56","0.00","153.32","20.61"
"13/05/2018","05:00","8,550.14","1,791.38","810.94","2,438.30","2,905.32","330.70","34.71","65.14","0.00","153.01","20.64"
"13/05/2018","06:00","8,160.27","1,738.55","810.02","2,124.59","2,870.15","345.36","34.88","65.93","0.63","149.55","20.61"
"13/05/2018","07:00","7,867.90","1,581.47","801.83","2,132.63","2,767.33","319.87","35.22","66.89","2.84","154.90","4.92"
"13/05/2018","08:00","7,859.02","1,283.16","787.14","2,326.91","2,868.80","313.02","36.30","66.00","8.01","149.13","20.55"
"13/05/2018","09:00","8,000.50","1,175.22","774.10","2,491.75","2,955.83","311.46","37.93","67.75","9.70","156.26","20.50"
"13/05/2018","10:00","7,761.48","1,116.13","763.70","2,263.98","2,958.63","365.67","38.67","68.32","11.05","154.78","20.55"
"13/05/2018","11:00","7,665.76","1,067.97","749.16","2,339.49","2,874.54","351.63","33.66","66.42","13.43","149.02","20.44"
"13/05/2018","12:00","7,617.61","1,047.41","739.19","2,369.61","2,769.94","396.81","34.59","65.30","16.74","157.42","20.60"
"13/05/2018","13:00","7,729.71","1,107.93","699.10","2,415.86","2,818.38","402.23","34.84","65.08","11.62","154.17","20.50"
"13/05/2018","14:00","7,626.92","1,100.77","689.73","2,337.32","2,797.93","416.01","37.29","67.17","10.33","149.75","20.62"
"13/05/2018","15:00","7,821.65","1,190.77","706.73","2,392.97","2,838.00","403.64","36.63","62.75","15.28","154.28","20.60"
"13/05/2018","16:00","7,824.36","1,253.94","704.65","2,323.68","2,858.20","406.79","35.69","63.94","8.56","148.19","20.72"
"13/05/2018","17:00","7,681.96","1,230.63","702.84","2,155.19","2,907.81","403.32","36.33","65.26","6.86","153.03","20.69"
"13/05/2018","18:00","7,747.96","1,116.24","709.53","2,324.62","2,920.73","407.78","35.40","65.38","3.44","144.12","20.72"
"13/05/2018","19:00","7,745.65","1,040.41","724.81","2,345.06","2,964.69","406.09","35.71","65.81","1.09","141.31","20.67"
"13/05/2018","20:00","7,859.36","1,038.18","746.09","2,408.43","2,980.51","418.18","36.30","65.58","0.00","145.34","20.75"
"13/05/2018","21:00","7,745.97","935.44","760.00","2,372.40","2,991.57","418.43","36.32","65.75","0.00","145.34","20.72"
"13/05/2018","22:00","7,732.45","785.14","766.08","2,510.42","3,009.44","392.15","35.83","65.74","0.00","147.03","20.62"
"13/05/2018","23:00","7,610.21","732.55","773.80","2,526.98","2,922.52","384.32","36.24","64.96","0.00","148.15","20.69"
"14/05/2018","00:00","6,956.28","635.62","774.19","2,063.45","2,870.73","345.29","36.58","62.54","0.00","147.20","20.68"
"14/05/2018","01:00","6,999.66","622.90","779.20","2,071.10","2,918.39","336.72","36.56","65.14","0.00","149.37","20.28"
"14/05/2018","02:00","6,781.43","584.17","786.26","1,924.29","2,888.88","325.43","36.56","67.14","0.00","148.42","20.28"
"14/05/2018","03:00","6,639.49","550.08","796.90","1,872.10","2,821.86","331.60","36.17","66.54","0.00","143.83","20.41"
"14/05/2018","04:00","6,841.15","532.00","804.28","2,156.33","2,738.16","336.08","36.54","67.14","0.00","150.32","20.30"
"14/05/2018","05:00","7,090.37","509.79","807.70","2,377.43","2,792.94","331.03","36.51","66.96","0.04","147.53","20.44"
"14/05/2018","06:00","7,142.76","503.45","807.67","2,414.11","2,803.44","344.07","35.19","64.38","0.94","149.21","20.30"
"14/05/2018","07:00","6,786.37","447.40","805.44","2,163.34","2,757.91","339.63","34.41","64.43","5.59","147.84","20.38"
"14/05/2018","08:00","6,551.36","331.86","788.07","2,052.61","2,750.35","356.80","33.15","63.30","11.20","143.62","20.40"
"14/05/2018","09:00","6,360.44","303.03","769.66","1,934.12","2,730.63","349.74","36.64","63.29","11.93","141.00","20.40"
"14/05/2018","10:00","6,372.90","330.29","753.09","1,941.17","2,749.53","339.90","38.22","62.86","14.29","138.62","4.93"
"14/05/2018","11:00","6,423.17","430.92","734.70","1,832.86","2,787.59","378.68","38.62","63.68","16.19","137.27","2.66"
"14/05/2018","12:00","6,327.83","502.13","723.46","1,653.20","2,755.11","418.58","38.71","62.30","16.01","139.86","18.47"
"14/05/2018","13:00","6,408.92","578.81","705.49","1,614.14","2,803.19","425.68","38.56","62.09","18.16","142.85","19.95"
"14/05/2018","14:00","6,523.92","623.64","693.39","1,735.68","2,758.62","437.34","38.25","62.17","16.65","138.08","20.10"
"14/05/2018","15:00","6,711.41","680.38","683.33","1,848.07","2,805.19","434.04","36.39","63.44","14.33","126.04","20.20"
"14/05/2018","16:00","6,582.06","817.53","679.53","1,623.12","2,781.23","425.61","36.46","60.91","10.77","126.62","20.28"
"14/05/2018","17:00","7,215.19","936.48","675.78","2,030.69","2,894.44","431.07","35.85","65.07","8.34","117.09","20.38"
"14/05/2018","18:00","6,988.29","963.22","690.08","1,846.16","2,787.11","450.01","36.31","66.65","3.56","124.67","20.52"
"14/05/2018","19:00","7,137.19","952.50","702.26","1,988.17","2,798.07","447.47","36.40","67.14","0.78","123.85","20.55"
"14/05/2018","20:00","7,068.76","1,078.09","724.64","1,850.23","2,709.38","452.56","36.27","67.59","0.00","129.41","20.59"
"14/05/2018","21:00","7,133.95","994.85","736.24","1,887.74","2,804.68","456.66","36.44","67.19","0.00","129.53","20.62"
"14/05/2018","22:00","7,002.36","829.86","751.57","1,899.35","2,803.68","455.16","35.70","66.77","0.00","139.84","20.43"
"14/05/2018","23:00","6,788.59","712.56","761.24","1,838.91","2,750.82","462.03","36.58","65.72","0.00","140.18","20.55"
"15/05/2018","00:00","6,737.76","682.19","770.14","1,981.76","2,636.68","398.30","36.35","66.51","0.00","145.11","20.72"
"15/05/2018","01:00","6,811.09","658.48","780.35","2,087.72","2,623.17","388.52","36.21","66.61","0.00","149.35","20.68"
"15/05/2018","02:00","6,867.03","672.08","788.22","2,112.59","2,640.77","382.46","36.41","66.40","0.00","147.56","20.54"
"15/05/2018","03:00","6,861.63","653.42","791.92","2,089.80","2,671.76","381.85","36.39","67.91","0.00","148.19","20.39"
"15/05/2018","04:00","7,234.86","709.69","794.78","2,352.31","2,712.01","392.43","35.69","67.59","0.00","149.99","20.37"
"15/05/2018","05:00","6,819.14","734.93","802.91","2,149.92","2,517.70","341.74","35.80","65.75","0.17","149.50","20.72"
"15/05/2018","06:00","6,811.19","658.75","789.99","2,220.77","2,514.41","351.79","36.54","67.29","1.12","149.81","20.72"
"15/05/2018","07:00","6,507.53","630.48","781.63","1,949.73","2,539.19","329.16","37.18","66.70","4.71","148.14","20.61"
"15/05/2018","08:00","6,184.53","614.06","763.28","1,749.72","2,428.14","346.05","37.03","67.06","11.06","147.58","20.55"
"15/05/2018","09:00","6,626.60","591.48","736.88","2,055.74","2,598.37","360.36","39.56","62.01","14.41","147.25","20.54"
"15/05/2018","10:00","6,239.65","588.75","715.05","1,667.82","2,622.79","362.22","39.57","64.74","16.27","141.79","20.65"
"15/05/2018","11:00","6,390.91","566.53","693.56","1,725.77","2,688.81","433.84","37.15","63.03","18.20","143.42","20.60"
"15/05/2018","12:00","6,250.02","590.91","677.73","1,722.04","2,561.86","407.75","38.47","63.53","18.24","148.89","20.60"
"15/05/2018","13:00","6,024.59","619.52","665.23","1,520.47","2,539.92","391.18","38.40","62.56","18.63","148.10","20.58"
"15/05/2018","14:00","6,412.89","717.25","656.90","1,793.60","2,587.69","375.62","37.77","63.29","16.51","143.66","20.60"
"15/05/2018","15:00","7,060.17","879.74","635.76","2,180.47","2,703.20","377.83","36.89","63.87","14.87","146.98","20.56"
"15/05/2018","16:00","7,011.01","1,038.65","639.02","2,061.22","2,635.74","356.79","36.88","64.35","11.94","145.80","20.62"
"15/05/2018","17:00","7,089.68","1,148.38","643.19","2,064.08","2,629.27","344.22","36.90","63.36","8.11","147.23","4.94"
"15/05/2018","18:00","7,165.51","1,161.45","647.61","2,057.91","2,648.14","397.87","36.83","63.49","4.01","146.42","1.78"
"15/05/2018","19:00","7,329.23","1,271.26","661.23","2,086.72","2,666.83","396.04","36.53","64.59","0.62","143.63","1.78"
"15/05/2018","20:00","7,252.76","1,192.13","682.21","2,084.06","2,635.81","394.84","36.61","64.45","0.00","144.98","17.67"
"15/05/2018","21:00","7,087.28","1,050.64","700.65","1,978.09","2,684.86","402.32","35.98","64.64","0.00","149.28","20.82"
"15/05/2018","22:00","7,445.51","1,004.70","712.85","2,353.62","2,681.17","424.26","36.66","65.56","0.00","145.83","20.86"
"15/05/2018","23:00","7,890.85","1,023.86","731.09","2,748.47","2,676.10","445.27","35.55","64.71","0.00","145.08","20.72"
"16/05/2018","00:00","7,422.53","1,016.99","745.97","2,585.80","2,431.42","374.96","35.87","65.41","0.00","146.66","19.45"
"16/05/2018","01:00","7,298.66","1,030.58","757.77","2,441.04","2,435.66","370.04","35.17","66.31","0.00","142.58","19.51"
"16/05/2018","02:00","7,491.20","1,135.70","766.65","2,556.15","2,411.72","358.04","32.83","66.19","0.00","144.51","19.41"
"16/05/2018","03:00","7,292.04","1,214.37","772.01","2,257.05","2,441.93","345.35","33.43","67.48","0.00","140.93","19.49"
"16/05/2018","04:00","7,059.91","1,206.29","776.41","2,067.78","2,406.59","340.19","31.65","67.79","0.00","143.83","19.38"
"16/05/2018","05:00","7,229.53","1,301.29","785.32","2,217.01","2,320.53","339.95","34.34","65.18","0.09","146.46","19.36"
"16/05/2018","06:00","6,521.32","1,413.00","779.85","1,565.50","2,226.04","266.84","34.18","68.06","1.55","146.89","19.41"
"16/05/2018","07:00","6,320.31","1,317.32","770.93","1,497.27","2,171.86","289.21","36.47","67.96","5.55","144.20","19.54"
"16/05/2018","08:00","6,323.10","1,072.71","744.44","1,635.14","2,269.49","325.48","34.05","66.72","13.09","142.44","19.54"
"16/05/2018","09:00","6,427.99","887.08","717.81","1,762.60","2,434.38","349.64","37.07","64.70","17.59","137.68","19.44"
"16/05/2018","10:00","6,130.85","976.31","689.93","1,524.59","2,300.40","381.34","21.42","67.22","18.07","132.18","19.39"
"16/05/2018","11:00","6,342.84","957.50","662.80","1,627.41","2,451.36","381.76","21.31","67.07","17.76","136.49","19.38"
"16/05/2018","12:00","6,198.64","1,017.35","644.87","1,471.68","2,414.75","389.95","21.76","65.36","16.96","136.65","19.31"
"16/05/2018","13:00","6,217.68","1,087.25","639.11","1,484.29","2,413.14","331.84","20.40","65.47","18.13","138.65","19.40"
"16/05/2018","14:00","6,449.74","1,071.68","630.33","1,724.76","2,399.08","356.65","38.52","65.57","17.44","126.39","19.32"
"16/05/2018","15:00","6,555.31","1,051.68","625.79","1,714.09","2,507.87","389.14","33.43","64.43","15.27","134.29","19.32"
"16/05/2018","16:00","6,546.49","1,036.22","615.23","1,772.46","2,453.79","403.20","35.97","65.79","10.30","134.11","19.42"
"16/05/2018","17:00","6,591.12","1,045.56","618.89","1,805.56","2,461.38","403.87","35.28","64.02","4.65","132.53","19.38"
"16/05/2018","18:00","6,709.92","996.35","631.47","1,975.99","2,442.51","408.93","36.86","64.23","1.57","132.69","19.32"
"16/05/2018","19:00","6,901.97","999.66","657.82","2,074.50","2,497.29","421.46","36.80","65.51","0.28","129.39","19.26"
"16/05/2018","20:00","6,621.47","1,061.01","682.38","1,696.10","2,511.83","414.51","36.84","64.94","0.00","134.52","19.34"
"16/05/2018","21:00","6,872.25","910.52","699.48","2,028.16","2,564.60","424.92","37.06","66.71","0.00","121.46","19.34"
"16/05/2018","22:00","6,901.60","810.59","716.57","2,144.59","2,565.12","423.23","36.81","66.18","0.00","119.20","19.31"
"16/05/2018","23:00","6,785.61","834.46","727.51","2,009.98","2,594.11","375.45","35.58","64.05","0.00","125.22","19.25"
"17/05/2018","00:00","6,275.89","802.20","745.35","1,853.59","2,296.09","331.68","36.20","63.80","0.00","127.74","19.24"
"17/05/2018","01:00","6,139.43","722.07","748.17","1,856.96","2,240.63","320.48","35.83","63.54","0.00","132.48","19.27"
"17/05/2018","02:00","6,316.14","739.01","752.10","1,986.78","2,273.00","312.24","36.08","62.91","0.00","134.68","19.34"
"17/05/2018","03:00","6,426.78","865.05","758.79","1,995.27","2,239.30","314.74","36.09","64.31","0.00","133.82","19.41"
"17/05/2018","04:00","7,083.10","919.46","760.89","2,555.11","2,269.15","321.05","36.87","64.71","0.00","136.41","19.45"
"17/05/2018","05:00","6,573.06","946.53","765.58","2,020.58","2,255.46","329.30","35.80","63.91","0.11","136.38","19.41"
"17/05/2018","06:00","6,437.92","918.00","763.11","2,001.62","2,167.68","334.03","36.45","64.24","1.66","131.71","19.42"
"17/05/2018","07:00","6,275.17","839.79","726.15","1,947.61","2,171.80","326.33","35.69","64.21","6.33","137.80","19.46"
"17/05/2018","08:00","6,451.99","671.44","691.44","2,219.64","2,277.21","321.40","36.99","64.91","10.76","138.80","19.40"
"17/05/2018","09:00","6,501.52","497.42","635.21","2,431.68","2,402.11","263.62","36.66","65.59","14.83","135.18","19.22"
"17/05/2018","10:00","6,404.27","493.94","601.26","2,319.03","2,400.70","314.40","34.01","65.93","18.31","137.37","19.32"
"17/05/2018","11:00","6,378.49","419.72","588.11","2,308.75","2,446.87","336.91","32.46","65.67","19.60","141.15","19.25"
"17/05/2018","12:00","6,092.42","359.18","571.27","2,181.66","2,370.54","338.37","36.68","65.00","14.51","136.01","19.20"
"17/05/2018","13:00","6,549.38","526.05","553.22","2,466.69","2,384.83","339.91","30.03","66.55","17.72","145.11","19.27"
"17/05/2018","14:00","7,374.24","665.34","539.55","2,992.64","2,552.63","353.63","37.66","65.56","11.40","136.61","19.22"
"17/05/2018","15:00","7,211.69","768.72","541.07","2,782.71","2,521.76","325.10","36.86","65.12","9.33","141.82","19.20"
"17/05/2018","16:00","7,034.87","892.46","527.87","2,504.26","2,501.26","338.91","36.58","66.12","7.34","140.82","19.25"
"17/05/2018","17:00","7,134.91","864.37","543.50","2,567.44","2,507.97","387.36","35.53","65.77","2.91","140.85","19.21"
"17/05/2018","18:00","7,215.34","843.27","548.72","2,647.48","2,516.47","396.75","33.11","65.23","3.07","142.04","19.20"
"17/05/2018","19:00","7,326.07","869.45","570.88","2,686.28","2,537.92","398.75","35.70","65.72","0.49","141.63","19.25"
"17/05/2018","20:00","6,832.49","689.45","592.04","2,352.58","2,532.16","398.56","35.79","65.84","0.00","146.86","19.21"
"17/05/2018","21:00","7,212.39","601.30","609.91","2,760.85","2,576.31","398.26","35.67","66.46","0.00","144.23","19.40"
"17/05/2018","22:00","7,122.78","452.98","623.63","2,891.28","2,491.88","392.46","35.78","65.35","0.00","150.05","19.37"
"17/05/2018","23:00","6,830.61","450.68","632.48","2,650.90","2,436.05","390.78","35.67","65.24","0.00","149.43","19.38"
"18/05/2018","00:00","6,400.65","457.72","645.90","2,382.45","2,307.47","347.31","34.59","66.53","0.00","140.04","18.64"
"18/05/2018","01:00","6,368.76","583.29","652.16","2,264.38","2,270.19","337.85","34.85","66.15","0.00","146.50","13.39"
"18/05/2018","02:00","6,388.10","695.22","657.77","2,196.04","2,252.73","325.43","34.09","65.63","0.00","142.38","18.81"
"18/05/2018","03:00","6,127.74","650.41","661.10","1,950.09","2,270.91","331.36","34.70","66.63","0.00","143.65","18.89"
"18/05/2018","04:00","5,907.44","356.14","668.89","2,091.13","2,194.27","330.62","34.45","67.42","0.00","145.50","19.02"
"18/05/2018","05:00","5,595.17","247.91","666.85","1,897.56","2,192.97","325.06","34.80","67.26","0.30","143.43","19.03"
"18/05/2018","06:00","5,441.86","273.67","635.87","1,799.24","2,125.88","337.93","34.81","67.42","1.81","146.23","19.00"
"18/05/2018","07:00","5,386.54","259.79","636.03","1,720.63","2,159.39","339.34","33.34","67.28","6.21","145.36","19.17"
"18/05/2018","08:00","5,498.28","183.88","615.30","1,909.02","2,212.20","304.88","34.88","65.35","9.98","143.83","18.96"
"18/05/2018","09:00","5,608.57","117.36","578.75","1,970.86","2,309.88","344.31","37.98","67.75","15.65","146.93","19.10"
"18/05/2018","10:00","5,687.28","138.49","514.78","2,026.35","2,328.80","390.40","38.51","66.99","17.46","146.60","18.90"
"18/05/2018","11:00","5,730.14","255.81","538.72","1,968.74","2,300.87","380.97","37.91","65.78","19.60","142.80","18.94"
"18/05/2018","12:00","5,837.44","427.74","522.72","1,973.80","2,271.32","355.11","37.15","65.29","18.10","147.44","18.77"
"18/05/2018","13:00","5,941.28","535.27","511.51","1,993.25","2,269.59","350.56","37.09","64.99","13.72","146.51","18.79"
"18/05/2018","14:00","7,141.91","587.39","510.22","2,855.82","2,539.26","381.30","34.82","63.97","11.03","139.35","18.75"
"18/05/2018","15:00","6,772.11","505.36","515.19","2,591.37","2,510.48","377.86","36.75","63.29","9.69","143.38","18.74"
"18/05/2018","16:00","6,807.60","544.23","518.67","2,578.30","2,488.38","408.25","34.81","64.33","9.12","142.81","18.70"
"18/05/2018","17:00","7,014.27","735.96","521.95","2,568.76","2,491.04","431.26","34.72","65.12","3.86","142.83","18.77"
"18/05/2018","18:00","6,900.64","713.36","529.33","2,484.77","2,516.72","390.62","35.53","66.44","1.48","143.64","18.75"
"18/05/2018","19:00","6,548.78","475.76","540.67","2,402.37","2,473.54","395.10","35.97","67.42","0.17","139.08","18.70"
"18/05/2018","20:00","6,697.77","391.12","574.01","2,534.16","2,535.76","396.19","35.57","66.06","0.00","146.36","18.54"
"18/05/2018","21:00","6,408.15","324.50","613.67","2,275.38","2,528.26","400.86","35.76","66.36","0.00","144.55","18.81"
"18/05/2018","22:00","6,714.62","355.48","629.63","2,613.21","2,455.29","398.31","35.43","64.12","0.00","144.30","18.85"
"18/05/2018","23:00","6,780.50","324.17","638.51","2,711.08","2,439.91","400.09","35.56","64.12","0.00","148.16","18.90"
"19/05/2018","00:00","6,082.52","281.78","643.72","2,338.58","2,201.17","358.30","35.43","65.12","0.00","139.55","18.87"
"19/05/2018","01:00","5,878.41","287.48","649.88","2,192.58","2,153.37","333.91","35.15","65.24","0.00","141.97","18.83"
"19/05/2018","02:00","6,037.14","335.87","654.37","2,292.94","2,165.74","330.46","35.47","66.42","0.00","137.05","18.82"
"19/05/2018","03:00","5,877.45","335.20","657.27","2,156.61","2,133.82","333.05","34.37","66.22","0.00","142.06","18.85"
"19/05/2018","04:00","5,776.98","488.27","656.27","1,922.64","2,120.26","319.41","34.25","66.51","0.00","150.42","18.95"
"19/05/2018","05:00","5,747.02","600.97","658.76","1,814.49","2,081.27","324.80","34.44","65.35","0.33","147.67","18.94"
"19/05/2018","06:00","5,712.94","647.48","655.82","1,818.00","2,017.36","311.12","34.31","63.84","1.50","144.57","18.94"
"19/05/2018","07:00","5,206.08","490.11","618.87","1,473.70","2,032.69","324.61","35.51","64.87","3.73","143.06","18.93"
"19/05/2018","08:00","5,169.51","371.53","598.47","1,510.23","2,070.17","348.14","35.26","64.44","6.64","145.69","18.94"
"19/05/2018","09:00","5,194.46","341.47","570.60","1,503.87","2,164.16","346.02","37.30","65.16","10.11","136.73","19.04"
"19/05/2018","10:00","5,461.59","376.58","554.55","1,647.55","2,227.36","388.93","37.23","65.02","12.95","132.51","18.91"
"19/05/2018","11:00","5,617.16","417.60","538.12","1,744.02","2,263.43","388.01","36.11","65.71","15.56","129.62","18.98"
"19/05/2018","12:00","5,741.41","465.38","536.36","1,864.67","2,286.42","318.60","36.60","64.21","14.88","135.34","18.95"
"19/05/2018","13:00","6,105.26","572.50","527.72","2,134.03","2,263.46","343.19","34.29","64.67","8.89","137.61","18.90"
"19/05/2018","14:00","6,476.95","646.07","517.21","2,304.10","2,364.54","383.55","35.73","63.11","10.24","133.59","18.81"
"19/05/2018","15:00","6,789.36","779.37","518.29","2,448.86","2,407.74","369.97","35.22","63.17","12.60","135.18","18.96"
"19/05/2018","16:00","7,152.48","880.82","550.43","2,579.06","2,468.77","409.67","35.38","63.63","8.73","137.09","18.90"
"19/05/2018","17:00","7,062.02","873.95","547.97","2,520.08","2,462.39","395.47","35.43","63.89","5.04","138.95","18.85"
"19/05/2018","18:00","7,209.38","1,044.34","549.70","2,532.97","2,405.80","415.60","34.58","63.39","3.47","140.65","18.88"
"19/05/2018","19:00","7,404.64","1,191.74","567.13","2,495.49","2,497.97","393.88","34.43","64.63","0.65","139.82","18.90"
"19/05/2018","20:00","7,279.75","1,310.71","583.30","2,310.78","2,426.51","391.36","35.14","63.95","0.05","139.05","18.90"
"19/05/2018","21:00","7,484.21","1,288.75","596.14","2,448.54","2,501.46","390.85","35.36","64.27","0.00","139.61","19.23"
"19/05/2018","22:00","6,889.76","1,177.92","612.81","2,018.90","2,429.45","388.94","33.27","64.72","0.00","144.90","18.85"
"19/05/2018","23:00","6,731.75","824.18","629.35","2,219.18","2,408.89","397.49","33.21","63.81","0.00","136.74","18.90"
"20/05/2018","00:00","6,227.98","788.29","640.76","1,887.44","2,339.42","308.42","34.77","64.55","0.00","145.45","18.88"
"20/05/2018","01:00","6,638.83","801.58","645.54","2,235.12","2,334.42","356.57","35.64","64.41","0.00","146.70","18.85"
"20/05/2018","02:00","6,835.88","953.06","665.78","2,205.77","2,382.91","363.10","36.62","64.53","0.00","145.19","18.92"
"20/05/2018","03:00","6,757.96","977.25","673.16","2,056.44","2,408.21","375.59","37.63","64.27","0.00","146.49","18.92"
"20/05/2018","04:00","7,119.39","949.51","684.19","2,385.97","2,524.74","307.59","36.42","65.71","0.00","146.34","18.92"
"20/05/2018","05:00","6,734.02","923.29","689.23","2,079.43","2,481.38","291.44","35.83","65.81","0.21","148.51","18.89"
"20/05/2018","06:00","6,501.66","919.87","688.41","1,816.23","2,477.98","336.94","34.57","65.42","1.31","142.04","18.89"
"20/05/2018","07:00","6,540.53","878.74","687.34","1,839.57","2,531.10","337.03","34.50","64.53","4.19","144.72","18.81"
"20/05/2018","08:00","6,989.86","929.85","667.26","2,198.18","2,567.12","353.62","33.05","63.25","11.35","147.53","18.65"
"20/05/2018","09:00","7,342.28","920.76","640.68","2,501.97","2,614.19","382.69","34.75","64.18","15.47","148.70","18.89"
"20/05/2018","10:00","7,391.00","927.06","621.52","2,523.28","2,648.64","392.75","35.48","64.40","16.41","142.51","18.95"
"20/05/2018","11:00","6,982.26","922.89","607.26","2,260.90","2,517.42","388.60","36.97","65.89","16.07","147.52","18.74"
"20/05/2018","12:00","7,067.75","997.66","641.54","2,294.03","2,466.52","383.33","38.16","65.44","14.76","147.56","18.75"
"20/05/2018","13:00","7,543.00","1,161.14","640.39","2,602.78","2,480.24","384.39","36.41","64.32","12.86","141.65","18.82"
"20/05/2018","14:00","8,055.99","1,449.78","647.28","2,760.06","2,556.92","363.07","36.60","63.43","14.38","145.49","18.98"
"20/05/2018","15:00","8,402.25","1,919.84","648.21","2,631.79","2,569.36","363.00","36.74","63.39","7.79","143.47","18.66"
