"Date","Hour","Total (MWh)","Wind (MWh)","Geothermal (MWh)","Dammed Hydro With Reservoir (MWh)","Canal Type (MWh)","Run-of-River (MWh)","Land Fill Gas (MWh)","Biogas (MWh)","Sun (MWh)","Biomass (MWh)","Others (MWh)"
"07/06/2019","00:00","9,374.25","1,300.06","919.98","3,802.21","2,585.29","395.52","62.99","82.31","0.00","185.49","40.40"
"07/06/2019","01:00","9,176.84","1,115.73","931.12","3,880.83","2,498.17","381.98","63.25","81.65","0.00","183.91","40.20"
"07/06/2019","02:00","9,025.28","1,032.05","942.44","3,859.12","2,451.49","373.17","60.38","81.02","0.00","185.48","40.13"
"07/06/2019","03:00","8,814.96","973.53","953.39","3,680.03","2,470.86","370.41","61.03","82.04","0.00","183.32","40.35"
"07/06/2019","04:00","9,038.69","1,066.15","954.89","3,731.64","2,549.15","370.97","62.34","82.04","0.00","181.36","40.15"
"07/06/2019","05:00","8,835.82","1,036.83","961.44","3,573.51","2,519.48","380.72","62.50","82.15","0.29","178.65","40.25"
"07/06/2019","06:00","8,867.93","1,011.23","959.54","3,576.41","2,524.01","425.45","60.81","81.44","6.81","181.88","40.35"
"07/06/2019","07:00","9,285.79","955.79","949.00","4,020.92","2,549.09","421.09","61.88","82.27","21.84","183.71","40.20"
"07/06/2019","08:00","9,489.16","781.26","932.28","4,362.66","2,588.19","419.75","65.85","82.01","37.46","179.53","40.17"
"07/06/2019","09:00","9,334.96","700.88","902.24","4,260.38","2,624.98","422.23","70.82","79.72","49.87","183.61","40.23"
"07/06/2019","10:00","9,238.08","858.76","878.43","3,939.06","2,695.73","441.14","68.83","75.75","55.25","185.00","40.13"
"07/06/2019","11:00","9,362.74","1,006.73","845.45","3,894.82","2,722.95","469.42","70.20","78.23","58.53","176.24","40.17"
"07/06/2019","12:00","9,428.16","1,243.56","822.20","3,819.94","2,686.71","422.81","70.23","77.77","64.49","180.15","40.30"
"07/06/2019","13:00","9,425.83","1,463.39","808.93","3,660.29","2,672.77","412.40","70.79","68.72","57.96","170.44","40.14"
"07/06/2019","14:00","9,516.12","1,614.52","800.08","3,624.15","2,655.73","411.27","70.03","68.57","58.42","173.22","40.13"
"07/06/2019","15:00","9,706.85","1,827.32","795.54","3,637.22","2,629.34","404.07","63.13","79.90","57.46","172.74","40.13"
"07/06/2019","16:00","9,986.99","1,900.47","793.26","3,779.47","2,666.70","438.71","65.89","79.10","45.93","177.12","40.34"
"07/06/2019","17:00","10,282.47","2,013.81","796.54","3,918.92","2,728.98","429.33","63.45","79.28","26.97","184.96","40.23"
"07/06/2019","18:00","10,348.53","2,055.76","800.49","3,958.32","2,707.70","448.25","66.76","78.32","9.85","182.85","40.23"
"07/06/2019","19:00","10,195.96","2,227.66","816.30","3,624.06","2,699.13","455.18","71.33","78.78","1.39","181.90","40.23"
"07/06/2019","20:00","10,665.93","2,376.51","838.71","3,921.46","2,705.66","443.62","71.96","79.16","0.00","188.73","40.12"
"07/06/2019","21:00","10,673.06","2,487.23","855.32","3,816.76","2,713.65","422.09","72.75","78.10","0.00","186.82","40.34"
"07/06/2019","22:00","10,251.85","2,421.88","864.45","3,570.72","2,614.69","411.43","69.99","77.12","0.00","181.39","40.18"
"07/06/2019","23:00","9,719.80","2,195.23","864.08","3,290.65","2,586.47","408.21","71.38","78.52","0.00","185.07","40.19"
"08/06/2019","00:00","10,147.10","2,147.44","880.27","3,890.68","2,482.36","376.40","67.11","78.90","0.00","183.84","40.10"
"08/06/2019","01:00","10,172.66","1,981.00","886.75","4,008.27","2,538.26","387.66","67.83","78.42","0.00","184.27","40.20"
"08/06/2019","02:00","9,709.17","1,814.58","898.74","3,790.67","2,457.33","378.54","68.38","78.64","0.00","182.09","40.20"
"08/06/2019","03:00","9,424.61","1,791.64","907.95","3,622.75","2,384.53","346.75","68.02","78.13","0.00","184.69","40.15"
"08/06/2019","04:00","9,354.50","1,905.54","915.42","3,495.53","2,332.05","337.77","66.85","78.32","0.00","182.92","40.10"
"08/06/2019","05:00","9,346.18","1,958.95","927.36","3,354.74","2,344.92","387.75","67.58","78.31","0.38","186.09","40.10"
"08/06/2019","06:00","9,419.42","1,976.73","928.75","3,407.27","2,349.43","384.11","65.20","78.45","6.61","182.82","40.05"
"08/06/2019","07:00","9,615.05","1,767.20","911.67","3,811.07","2,357.03","391.56","65.91","65.86","20.29","184.36","40.10"
"08/06/2019","08:00","10,011.26","1,738.57","890.55","4,220.50","2,356.87","397.67","64.41","79.14","37.27","186.16","40.12"
"08/06/2019","09:00","10,081.46","1,666.42","857.09","4,285.51","2,419.33","437.92","66.18","77.35","46.88","184.65","40.13"
"08/06/2019","10:00","9,999.73","1,680.44","831.55","4,176.17","2,441.82","449.64","69.32","77.28","55.22","178.06","40.23"
"08/06/2019","11:00","9,513.85","1,750.20","809.63","3,692.85","2,412.26","429.83","67.46","77.84","57.08","176.58","40.12"
"08/06/2019","12:00","9,730.34","1,897.02","792.71","3,797.20","2,413.51","389.33","72.48","78.23","75.67","173.96","40.23"
"08/06/2019","13:00","9,965.04","1,944.56","777.81","4,001.95","2,448.27","383.11","68.42","50.05","70.50","180.18","40.19"
"08/06/2019","14:00","10,039.53","2,174.33","768.80","3,780.20","2,485.99","415.47","69.65","61.20","66.90","176.88","40.11"
"08/06/2019","15:00","10,329.93","2,391.52","760.39","3,865.30","2,480.80","407.87","67.21","81.76","51.52","183.41","40.15"
"08/06/2019","16:00","10,438.58","2,618.18","755.08","3,792.69","2,457.17","410.30","68.98","82.44","38.34","175.34","40.06"
"08/06/2019","17:00","10,800.12","2,945.68","765.76","3,773.94","2,522.48","404.71","73.30","80.66","20.43","173.04","40.12"
"08/06/2019","18:00","11,022.16","3,095.43","722.68","3,865.88","2,546.85","409.01","71.76","82.12","5.46","182.84","40.13"
"08/06/2019","19:00","10,779.44","3,069.80","764.68","3,654.22","2,511.33","402.93","71.82","80.81","0.33","183.39","40.13"
"08/06/2019","20:00","11,012.09","2,976.21","796.26","3,879.17","2,566.70","414.22","73.17","81.06","0.00","185.17","40.13"
"08/06/2019","21:00","10,888.23","2,723.00","840.15","3,852.70","2,693.79","398.43","73.09","81.35","0.00","185.68","40.04"
"08/06/2019","22:00","10,410.81","2,576.44","856.13","3,632.24","2,599.42","371.33","70.89","79.51","0.00","184.93","39.92"
"08/06/2019","23:00","9,966.04","2,503.24","863.74","3,390.91","2,487.57","344.58","72.49","79.87","0.00","183.56","40.08"
"09/06/2019","00:00","9,938.95","2,452.06","873.27","3,610.08","2,318.71","314.63","69.58","78.92","0.25","181.52","39.93"
"09/06/2019","01:00","9,744.52","2,258.80","886.96","3,549.27","2,352.75","334.02","69.39","79.77","0.00","173.46","40.10"
"09/06/2019","02:00","9,544.28","2,209.43","895.68","3,480.92","2,272.55","318.19","69.80","77.97","0.00","179.62","40.12"
"09/06/2019","03:00","9,512.23","2,144.82","911.11","3,551.14","2,199.50","334.05","69.34","80.22","0.00","181.95","40.10"
"09/06/2019","04:00","10,165.10","2,240.96","916.23","4,004.40","2,250.08","387.76","67.19","78.46","0.00","180.15","39.87"
"09/06/2019","05:00","10,220.99","2,346.55","927.07","3,965.89","2,232.70","380.63","69.06","78.20","0.31","180.46","40.12"
"09/06/2019","06:00","10,279.85","2,508.76","926.46","3,895.00","2,193.23","382.72","68.60","77.65","5.81","181.64","39.98"
"09/06/2019","07:00","10,176.52","2,378.65","907.70","3,876.42","2,266.25","365.87","68.43","77.67","21.00","174.38","40.15"
"09/06/2019","08:00","10,111.08","2,377.45","885.05","3,754.56","2,314.38","371.30","71.60","75.57","40.00","181.16","40.01"
"09/06/2019","09:00","10,473.04","2,483.47","852.59","3,933.00","2,389.39","396.82","67.28","74.03","50.19","186.14","40.13"
"09/06/2019","10:00","10,830.26","2,663.38","825.82","4,207.59","2,349.13","365.32","63.95","75.91","53.85","185.29","40.02"
"09/06/2019","11:00","11,145.37","2,879.94","804.10","4,403.14","2,320.91","305.12","63.22","78.76","61.01","189.19","39.98"
"09/06/2019","12:00","11,383.06","3,300.86","787.62","4,260.58","2,304.55","301.84","68.36","79.16","60.06","179.90","40.13"
"09/06/2019","13:00","11,852.28","3,669.84","775.01","4,333.35","2,328.11","320.73","70.20","79.10","54.37","181.56","40.01"
"09/06/2019","14:00","12,239.07","3,865.14","765.22","4,316.35","2,489.18","387.97","71.95","80.19","50.28","172.68","40.11"
"09/06/2019","15:00","12,353.21","4,257.74","759.08","4,103.17","2,458.46","378.13","66.24","80.39","42.61","167.30","40.09"
"09/06/2019","16:00","12,184.67","4,458.44","754.07","3,855.20","2,331.66","403.78","68.57","80.96","26.26","165.80","39.93"
"09/06/2019","17:00","12,250.97","4,356.94","758.42","4,029.73","2,336.12","393.81","72.65","80.15","18.14","164.96","40.05"
"09/06/2019","18:00","11,844.32","4,186.34","776.60","3,761.83","2,388.81","366.29","71.75","78.25","6.51","167.92","40.02"
"09/06/2019","19:00","11,570.17","3,934.31","793.92","3,732.23","2,376.43","376.78","72.71","80.49","0.39","162.90","40.01"
"09/06/2019","20:00","12,048.17","3,959.89","828.78","4,062.78","2,443.86","380.15","73.33","81.06","0.00","178.30","40.02"
"09/06/2019","21:00","11,519.44","3,928.00","845.45","3,579.71","2,446.48","348.90","71.96","79.84","0.00","179.14","39.96"
"09/06/2019","22:00","10,936.78","3,629.67","860.85","3,383.91","2,356.56","344.83","63.82","80.42","0.00","176.77","39.95"
"09/06/2019","23:00","11,026.03","3,472.08","869.41","3,619.79","2,352.90","344.94","66.67","79.85","0.00","180.43","39.96"
"10/06/2019","00:00","11,042.61","3,667.28","884.31","3,516.39","2,282.54","328.33","68.10","80.62","0.00","175.04","40.00"
"10/06/2019","01:00","11,107.70","3,596.71","890.28","3,677.79","2,252.18","336.10","67.00","80.13","0.00","167.51","40.00"
"10/06/2019","02:00","10,994.30","3,504.20","907.23","3,537.63","2,309.62","378.23","68.77","80.54","0.00","168.08","40.00"
"10/06/2019","03:00","10,736.85","3,489.05","911.03","3,357.35","2,258.38","377.81","64.25","79.88","0.00","159.10","40.00"
"10/06/2019","04:00","10,714.66","3,371.06","919.05","3,566.42","2,141.62","368.97","65.28","80.10","0.00","162.26","39.90"
"10/06/2019","05:00","10,593.08","3,421.21","926.41","3,403.93","2,106.24","375.21","68.31","80.16","0.28","171.43","39.90"
"10/06/2019","06:00","10,769.56","3,414.71","919.64","3,585.31","2,138.52","371.29","62.39","80.02","2.35","155.33","40.00"
"10/06/2019","07:00","10,252.90","3,155.43","902.29","3,455.36","2,113.22","276.81","63.52","79.42","13.76","153.20","39.89"
"10/06/2019","08:00","10,202.15","3,196.38","877.75","3,239.68","2,194.23","317.24","67.73","77.04","34.67","157.52","39.91"
"10/06/2019","09:00","10,405.76","3,168.33","858.53","3,431.70","2,241.81","311.46","68.92","79.16","47.08","158.93","39.84"
"10/06/2019","10:00","10,444.56","3,100.97","840.33","3,432.48","2,277.10","392.50","65.98","77.97","63.13","154.22","39.88"
"10/06/2019","11:00","10,364.68","2,975.44","819.68","3,524.21","2,265.85","374.01","67.80","78.52","63.72","155.52","39.93"
"10/06/2019","12:00","9,782.76","2,857.08","801.75","3,189.52","2,198.33","328.57","67.80","78.87","66.59","154.52","39.73"
"10/06/2019","13:00","10,340.41","2,789.53","790.00","3,662.71","2,314.53","378.36","68.57","74.51","60.30","162.17","39.73"
"10/06/2019","14:00","10,476.22","2,927.29","775.19","3,604.27","2,341.30","419.89","67.34","77.81","60.07","163.15","39.91"
"10/06/2019","15:00","10,486.08","3,112.69","775.79","3,457.84","2,350.17","392.49","66.09","78.25","44.94","168.07","39.75"
"10/06/2019","16:00","9,909.42","3,450.70","776.35","2,739.11","2,257.81","295.57","64.73","78.70","27.80","178.81","39.84"
"10/06/2019","17:00","10,193.11","3,631.57","796.60","2,791.00","2,242.23","352.22","66.27","78.38","17.59","177.37","39.88"
"10/06/2019","18:00","10,496.59","3,813.73","829.28","2,801.91","2,283.34","400.85","63.93","77.97","5.86","179.82","39.90"
"10/06/2019","19:00","10,337.52","3,559.99","843.87","2,953.74","2,282.23","339.19","58.83","77.80","0.15","181.77","39.95"
"10/06/2019","20:00","10,379.42","3,266.63","862.27","3,194.03","2,350.20","350.38","60.28","78.03","0.00","177.72","39.88"
"10/06/2019","21:00","9,851.24","2,804.51","873.96","3,034.70","2,427.16","348.24","63.74","78.15","0.00","180.96","39.82"
"10/06/2019","22:00","9,671.23","2,551.03","890.11","2,948.04","2,533.47","391.26","64.28","77.48","0.00","175.68","39.88"
"10/06/2019","23:00","9,227.57","2,162.08","899.17","3,043.07","2,404.89","361.79","61.38","77.74","0.00","177.53","39.92"
"11/06/2019","00:00","8,785.62","1,832.54","907.71","3,005.78","2,303.19","376.05","62.52","76.14","5.73","176.01","39.95"
"11/06/2019","01:00","8,474.36","1,484.15","913.70","3,040.76","2,302.89","370.14","66.00","77.85","0.00","179.07","39.80"
"11/06/2019","02:00","8,290.21","1,447.19","921.31","2,971.77","2,257.71","333.28","64.80","78.61","0.00","175.64","39.90"
"11/06/2019","03:00","8,174.36","1,204.46","920.30","3,048.37","2,260.72","378.62","65.30","78.08","0.00","178.71","39.80"
"11/06/2019","04:00","8,181.87","1,076.16","933.65","3,151.18","2,283.99","377.39","66.98","78.57","0.00","174.15","39.80"
"11/06/2019","05:00","8,131.59","989.01","931.63","3,185.25","2,300.28","370.52","67.22","78.59","0.63","168.76","39.70"
"11/06/2019","06:00","8,343.03","877.22","931.34","3,339.56","2,445.28","385.49","67.08","78.56","5.05","173.45","40.00"
"11/06/2019","07:00","7,773.37","782.06","924.56","2,991.12","2,302.49","386.48","69.68","80.68","19.10","177.44","39.76"
"11/06/2019","08:00","7,783.33","657.59","907.08","3,023.28","2,413.74","384.22","71.62","73.08","35.71","177.18","39.83"
"11/06/2019","09:00","7,940.79","661.06","883.99","3,236.08","2,371.39","367.47","72.52","77.18","53.83","175.67","41.60"
"11/06/2019","10:00","7,393.67","741.04","860.55","2,713.75","2,300.84","346.20","69.07","77.76","64.91","177.59","41.96"
"11/06/2019","11:00","7,625.01","886.71","846.06","2,739.84","2,354.16","364.56","71.12","77.23","64.67","178.80","41.86"
"11/06/2019","12:00","7,736.05","851.02","823.94","2,832.65","2,382.00","406.43","66.56","77.37","73.97","180.14","41.97"
"11/06/2019","13:00","7,740.34","927.39","807.87","2,784.22","2,385.88","406.01","68.53","78.88","61.96","177.69","41.91"
"11/06/2019","14:00","8,654.21","1,132.53","804.92","3,335.96","2,550.46","417.09","69.00","78.94","45.33","178.00","41.98"
"11/06/2019","15:00","8,402.26","1,404.19","814.91","2,985.78","2,445.56","339.01","68.43","79.17","50.78","172.48","41.95"
"11/06/2019","16:00","8,048.80","1,567.70","839.50","2,677.28","2,249.52","330.58","63.10","77.06","31.91","171.05","41.10"
"11/06/2019","17:00","8,160.58","1,623.78","849.27","2,621.54","2,311.15","372.73","66.10","77.76","21.33","177.09","39.83"
"11/06/2019","18:00","8,112.84","1,627.51","863.78","2,531.34","2,380.33","341.13","65.89","77.74","9.55","175.77","39.80"
"11/06/2019","19:00","8,122.46","1,631.48","898.88","2,501.99","2,384.38","344.27","69.17","77.72","1.68","171.26","41.63"
"11/06/2019","20:00","8,102.10","1,396.42","910.44","2,633.68","2,415.72","386.48","69.72","79.56","0.00","168.15","41.93"
"11/06/2019","21:00","7,923.34","1,148.17","915.69","2,630.74","2,471.94","397.34","72.64","80.44","0.00","164.56","41.82"
"11/06/2019","22:00","7,721.05","903.96","926.86","2,631.52","2,519.77","381.18","67.05","80.08","0.00","168.83","41.80"
"11/06/2019","23:00","7,946.07","933.27","927.56","2,794.19","2,574.64","355.70","66.74","79.69","0.00","172.57","41.71"
"12/06/2019","00:00","8,139.51","745.03","929.68","3,285.09","2,478.72","341.08","68.75","76.41","0.00","172.90","41.85"
"12/06/2019","01:00","7,827.73","658.48","936.55","3,205.68","2,328.74","337.48","67.53","78.92","0.00","172.48","41.87"
"12/06/2019","02:00","7,564.64","620.39","934.60","3,093.25","2,249.55","313.40","65.06","80.07","0.00","166.31","42.01"
"12/06/2019","03:00","7,303.41","614.22","944.39","2,896.60","2,154.81","339.35","63.56","79.83","0.00","168.64","42.01"
"12/06/2019","04:00","7,479.87","685.21","948.26","2,899.45","2,197.83","392.45","64.06","80.58","0.00","170.14","41.89"
"12/06/2019","05:00","7,253.66","578.07","952.44","2,839.64","2,143.21","387.98","63.83","79.94","0.51","166.20","41.84"
"12/06/2019","06:00","7,354.68","632.11","949.23","2,792.42","2,192.74","429.62","62.99","78.89","6.66","168.15","41.87"
"12/06/2019","07:00","7,224.61","527.13","935.07","2,777.35","2,225.50","382.43","60.86","78.58","22.14","174.08","41.47"
"12/06/2019","08:00","7,572.10","446.09","919.11","3,123.47","2,304.50","388.26","66.98","78.11","39.52","166.34","39.72"
"12/06/2019","09:00","7,343.02","357.47","898.89","2,986.96","2,324.20","366.44","69.02","74.25","54.64","169.71","41.44"
"12/06/2019","10:00","7,222.55","358.39","884.16","3,001.09","2,254.59","298.13","72.59","77.43","63.49","170.92","41.76"
"12/06/2019","11:00","7,408.55","411.27","866.04","3,057.17","2,329.48","308.26","69.50","78.21","71.71","175.01","41.90"
"12/06/2019","12:00","7,205.25","552.60","853.87","2,813.10","2,252.86","292.95","71.77","77.43","71.88","177.00","41.79"
"12/06/2019","13:00","7,660.10","786.30","837.75","2,916.16","2,301.65","378.75","71.85","77.09","68.10","180.61","41.84"
"12/06/2019","14:00","8,137.56","1,113.57","818.89","3,155.86","2,319.13","296.13","68.82","81.81","61.12","180.31","41.92"
"12/06/2019","15:00","8,056.42","1,438.71","837.26","2,752.63","2,276.40","335.11","70.60","75.53","51.73","179.65","38.80"
"12/06/2019","16:00","7,854.77","1,551.69","846.75","2,403.81","2,300.92","345.88","67.70","79.31","35.44","181.42","41.85"
"12/06/2019","17:00","8,247.66","1,608.99","885.49","2,609.94","2,336.65","419.37","68.70","78.41","19.83","178.48","41.80"
"12/06/2019","18:00","8,442.79","1,828.58","891.10","2,603.65","2,407.20","341.44","72.31","79.24","7.88","169.48","41.91"
"12/06/2019","19:00","8,159.26","1,565.44","892.77","2,591.26","2,412.71","343.21","73.28","79.08","1.09","158.47","41.95"
"12/06/2019","20:00","8,501.58","1,497.86","900.73","2,860.77","2,491.66","391.42","73.46","79.36","0.00","164.43","41.89"
"12/06/2019","21:00","8,972.06","1,405.13","903.10","3,230.91","2,634.79","435.81","71.77","78.04","0.00","170.72","41.79"
"12/06/2019","22:00","9,020.00","1,424.49","916.60","3,186.55","2,701.38","417.91","71.57","79.15","0.00","180.41","41.94"
"12/06/2019","23:00","8,656.53","1,561.57","923.14","2,748.53","2,667.80","387.73","72.19","79.14","0.00","174.62","41.81"
"13/06/2019","00:00","8,909.92","1,652.67","926.46","3,128.72","2,512.69","328.03","67.73","78.87","0.00","172.88","41.87"
"13/06/2019","01:00","8,622.80","1,585.58","927.72","3,012.85","2,406.78","328.58","67.69","78.51","0.00","173.27","41.82"
"13/06/2019","02:00","8,597.66","1,650.44","929.07","3,026.52","2,303.29","328.69","66.42","78.45","0.00","173.02","41.76"
"13/06/2019","03:00","8,731.72","1,703.10","940.76","3,105.38","2,285.58","334.56","66.07","78.82","0.00","175.80","41.65"
"13/06/2019","04:00","8,775.35","1,684.04","947.19","3,166.67","2,296.68","319.71","65.38","78.55","0.00","175.28","41.85"
"13/06/2019","05:00","8,836.47","1,657.46","948.22","3,251.83","2,303.97","311.87","66.30","78.95","0.49","175.63","41.75"
